Region,Latitude,Longitude,Green_Space_Area_sqm,AQI,PM2.5,PM10,Rainfall_mm,Season,Transit_Stops,CO2_Emission_Private_g_per_km,CO2_Emission_Public_g_per_km,Travel_Time_mins,Road_Quality_Index,Traffic_Congestion_Index,Average_Vehicle_Speed_kmph
Purasaiwakkam,13.098100868726377,80.11092730119091,3746,114,43.99068165570517,143.19962428627204,201,Summer,11,395.17724231231364,115.85191748432753,55,98,1,25.764595354123017
Villivakkam,13.18243162586021,80.19745214633629,4741,95,30.276689725180177,136.95492313694095,252,Winter,6,296.87960956279744,159.54877323848754,47,79,2,26.246836054385092
Thoraipakkam,12.975400054387045,80.20033044008292,4613,106,72.84820445481486,130.70431840554028,463,Winter,13,479.25228492753683,108.6760835274944,43,92,9,37.642262596332635
Perambur,13.192459690594056,80.25676838780508,4808,123,33.94339005281316,53.69903942774917,397,Winter,18,308.2565556425068,190.65430118887036,32,68,2,40.320683819870524
Pallikaranai,12.907397758825521,80.197426898981,4877,82,89.34949035531561,107.79598616887785,434,Summer,11,421.08782138595177,168.89088166330907,37,58,4,40.68869577939753
Porur,12.930151392097653,80.18902496979581,4481,127,71.75513343975021,135.0255588454801,191,Summer,8,125.22492795974122,170.86357744941668,36,69,6,46.183655215796406
Anna Nagar,12.85068150010203,80.23490581641285,4353,143,76.44986663131479,132.21196039693223,399,Rainy,10,486.1261778249928,74.25801142961569,58,92,5,23.551906966601337
Anna Nagar,12.820259967220085,80.15661673530599,3639,117,32.73852776581992,57.040787925804324,486,Rainy,7,466.0602204616417,179.94627955956267,36,73,9,41.41239564993889
Thiruvanmiyur,12.850504940080517,80.24705852492664,4973,115,97.2652904937833,60.32331441301149,82,Winter,15,447.7459749311789,197.32758886055376,26,95,6,26.919275573023288
Thiruvanmiyur,12.800857347974844,80.1323705093122,3604,61,65.21727553789918,100.34633128094436,483,Summer,14,199.62944147013212,113.12913648927852,43,85,7,25.570177664008792
Saidapet,13.101062333872475,80.2420677592012,4275,105,48.36906218481488,135.04954425359813,103,Summer,14,440.9970355002019,66.57128408989067,18,88,9,33.411741433642064
Egmore,13.096064179662545,80.12405662220925,4576,144,48.12161012514376,82.59810570105962,121,Winter,18,110.8089229065778,61.799420631110635,20,73,7,54.221181879231224
Saidapet,12.808772810539782,80.12490393880383,2416,77,89.50363378731183,56.90298182234646,366,Winter,16,490.3526513252776,130.88098340369618,44,91,4,42.54365830398582
Ambattur,13.063974558884917,80.11188949097226,4222,149,86.06113567792104,81.50852223311001,306,Summer,13,362.4775308381838,134.36939838204484,53,69,6,48.26593707162599
Pallikaranai,12.892636356902246,80.25288993462249,3763,143,59.724567715012356,126.37494701369846,353,Winter,11,217.78889946250007,156.54970113570403,18,53,8,53.07135154300036
Mogappair,13.021841831481796,80.27433447323656,4564,145,77.06594187961457,78.3911559051187,309,Rainy,16,327.77416168244554,172.2477067132035,56,92,8,29.458812981534052
Chromepet,12.863525809243377,80.29344588138503,3569,78,86.84185696030983,73.67784819081551,413,Rainy,10,377.7440551066652,167.03309992958026,55,67,9,45.24209023617508
Chromepet,13.08969581220961,80.2287220468743,4510,142,52.75258363726483,56.90141286908297,249,Rainy,7,123.70534353579657,94.03140967296275,28,80,2,48.678707412688254
Nungambakkam,13.02950404684446,80.1216370186553,2278,126,95.49157122325732,114.28944396807185,422,Winter,7,485.80844695397366,62.895953863942964,40,99,1,45.895664951758185
Teynampet,13.171302144881038,80.14135411868492,3303,123,46.268749683436226,138.8268636897643,421,Rainy,7,466.2998700450387,151.76287091982636,55,76,8,52.57121084218014
Guindy,13.118671270469042,80.10196344284984,1796,106,57.72580205550222,59.359142738377415,189,Winter,11,299.9428815056878,115.35477007340447,34,73,8,32.07649451160315
Chromepet,13.060695463013214,80.2251827153591,2386,65,81.76109683757508,86.04337785721727,299,Winter,19,176.86962076884348,56.984263939850266,52,53,9,52.72972712674701
Kolathur,12.957226165666885,80.14644057905427,1978,100,64.20655465289391,148.53866965481978,188,Rainy,16,211.62586042387463,153.7328477782886,16,51,6,50.80879244417052
T. Nagar,13.173230668169074,80.27073699674845,4537,71,73.70790354770558,94.83728457839996,289,Winter,5,244.56226384137884,57.33953888043253,50,79,2,38.41834027539292
Poonamallee,13.024054575958186,80.28801509880498,3886,111,83.46053976339263,95.97791417240859,441,Winter,19,181.0775442054085,141.44241692121756,48,60,2,53.37710135284057
T. Nagar,13.057282834381002,80.13153766707015,4364,64,93.29201665344081,127.28777335823197,93,Winter,7,224.1700826760635,77.36997343205927,42,52,3,27.887557596778244
Ambattur,12.89493487469144,80.17037692379029,4382,108,60.69473484254134,106.5266952950783,400,Rainy,18,236.9628697882399,94.44511179602117,49,86,3,25.59782457455774
Teynampet,13.011171588052035,80.27590830388108,2623,84,40.76479200245032,65.68893216102569,146,Winter,9,348.7802367358466,86.50996739825723,24,93,3,44.893247980583055
Pallikaranai,13.07082529357519,80.25071537310473,4050,99,46.44146515455081,127.1927963875383,154,Winter,19,496.6690983807839,66.3478754843904,34,76,4,27.7761067152143
Poonamallee,12.96636205922427,80.15004812453095,3960,71,56.016446650761324,99.39544179262575,375,Rainy,14,357.1745127447579,131.0266243393619,33,53,3,59.08749737183409
Thoraipakkam,12.825343706046342,80.10472359213439,3636,95,97.69236551869149,114.93001831294998,120,Rainy,17,218.32099759304248,177.02004028036498,18,77,6,36.7022651281666
Purasaiwakkam,13.040992922232578,80.24684011978403,1588,129,68.17910156690317,74.24672487113992,70,Winter,12,177.25128832310983,185.33047550649454,28,94,3,39.418036757850246
Vadapalani,13.163849038620471,80.18654286792174,3003,75,51.2825839876723,94.47014214188667,176,Rainy,13,315.3334192368644,68.07247395313429,25,93,1,44.05542161255965
Anna Nagar,12.946927177441301,80.28185875286921,4214,67,54.28568600287726,143.98895189622934,208,Summer,6,477.6872352371723,166.5408752456894,47,95,2,50.44997731451562
Kodambakkam,12.95342947766242,80.21381450290976,2109,138,84.53434321367536,143.14832808571464,105,Summer,5,218.2691638197646,114.01908362615139,54,67,5,56.99389392443872
Medavakkam,13.13045931556464,80.21256921924844,1531,101,77.19843841774252,82.19769707083685,447,Rainy,8,369.21855323748736,150.59979226431594,23,68,8,30.63002873413803
Porur,13.052284611820923,80.29335802872683,3083,122,87.4874169714318,119.78598033770899,405,Summer,14,155.4341171182895,156.53476776105273,36,61,1,34.22179605702424
Anna Nagar,13.144565857018023,80.15953129099258,1627,64,95.60689909885761,103.95517592311447,110,Winter,11,440.9090123741818,139.85879476794736,48,66,4,52.715383552147
Ambattur,12.885445457708322,80.1882589807196,4452,61,30.718366481590056,134.85124278241952,142,Winter,18,132.02186907401028,171.3105293190257,52,71,3,32.45619196077889
Tambaram,13.039457526504869,80.29636166412102,4602,128,37.57851083199115,139.305375213675,356,Summer,18,234.4147270503536,127.80109112155603,40,51,6,32.94778857125279
Royapettah,12.965571384756691,80.14531642036415,4338,75,38.57814139510739,110.17966279609124,452,Winter,10,333.8166386634688,132.7787649402904,27,55,9,48.20735057020883
Egmore,13.120621059920841,80.280136586651,2834,65,45.78776078449313,108.54163900550351,168,Rainy,10,467.35851721920875,136.2503146557588,44,80,1,41.91165976555989
Adyar,12.9923540236178,80.14014194390374,4698,137,43.51355319967568,88.99143150459444,66,Winter,15,355.75572096619965,151.48003707671958,40,92,2,51.959218665993404
Chromepet,12.967839972438933,80.1928242986647,1454,146,83.88621582177487,132.4350475970495,436,Winter,18,440.477285598347,77.30621113557687,48,67,4,40.17109788736613
Avadi,12.985895780861503,80.25608994412943,2862,67,62.13384289471239,123.05247354737678,302,Summer,15,394.98871413961086,171.14279882013432,36,65,2,52.01990905851082
Pallikaranai,13.000114852701268,80.18556144226145,1984,142,98.14224806275475,89.59333276527218,149,Winter,6,443.6723057147831,85.16851452344781,38,76,6,59.4161773040311
Purasaiwakkam,12.846716481912697,80.18737604412337,4450,106,88.83014314712972,79.43677110755108,118,Summer,5,173.2662857144483,109.74835173455892,53,54,4,46.816715972650144
Medavakkam,13.168411914030246,80.25395890535353,4706,141,41.83537138648806,96.18185608177016,125,Rainy,5,268.1244397263744,180.45988303455883,46,91,1,37.0924812476654
Adyar,12.993545548906432,80.21350223388008,4129,137,92.184321533127,123.36303415143843,260,Summer,19,360.796313096819,86.98949464846658,28,96,7,43.42587370783805
Vadapalani,13.061776614560795,80.18310790886773,4447,90,92.13528046487676,86.11320159395025,341,Rainy,8,466.8692176359011,186.8023880589666,31,77,8,55.176197984585215
Pallikaranai,12.835440752621142,80.2224454629689,2796,147,41.14714245780105,108.71009986212533,220,Winter,5,209.34589047735557,197.05450174569074,37,86,9,34.74557403353231
Nungambakkam,12.898179957110502,80.26515672689452,3612,100,78.54233029988885,140.86730432737,487,Summer,11,144.7328929936889,70.07736868711459,33,89,3,50.0077101026405
T. Nagar,12.881582734642809,80.16497617702962,3353,146,96.95670935447613,59.27455776520539,208,Winter,18,220.6563842253785,93.7566336985075,41,79,7,56.08714983978406
Villivakkam,12.836790665280391,80.13749482038021,2302,84,73.55176563690733,117.22375253720844,269,Rainy,6,341.18709944979787,189.2883918424473,52,98,6,28.792141322233334
Thoraipakkam,13.159935798043131,80.29578876980516,4640,107,66.12606473369549,71.0747605382721,121,Rainy,8,295.02922798250455,61.877086525479235,47,93,5,29.080825855279862
Tambaram,12.93388100389587,80.23163289518853,3871,127,47.27618330738778,108.86583755324614,432,Winter,16,359.73703704508654,179.68065376154715,34,71,8,47.623775695989266
Nungambakkam,12.908679570541638,80.14194406681267,1436,117,78.80986986979067,117.62118495673288,358,Winter,14,244.14565596263117,188.50862737155396,30,93,9,49.53261144347502
Vadapalani,12.854283726613582,80.17492167966579,2572,123,95.23753795686885,111.41892457191136,309,Rainy,7,101.23117070877403,124.84298113823723,32,58,6,44.14487419415765
Nungambakkam,13.132550789368713,80.11696725781596,1873,67,80.18850458494876,74.5976486242879,203,Rainy,15,212.65180323262177,69.13835802047724,33,84,1,33.45686234352336
Thoraipakkam,12.897131070411604,80.18444750828854,1997,63,90.1784543977739,53.7887744846744,94,Rainy,9,494.0985890599662,61.16841468541643,22,56,8,24.115771318227136
Kodambakkam,12.882923830830219,80.10397668788171,4037,119,80.32356313320787,131.3019829446357,137,Summer,11,476.67569605767505,172.98639174452438,50,57,7,26.82906530435136
Poonamallee,12.808860979207997,80.2985666363537,1556,110,95.86950484448953,137.8671546868769,183,Rainy,10,246.45279691368702,182.79879415305527,50,80,2,57.180101655242275
Chromepet,13.119995143793544,80.2968770314331,1041,96,53.181007193214654,67.89934150781643,440,Rainy,12,283.6233523864902,117.4857922542746,59,50,7,47.22244867963266
Poonamallee,12.888621922167463,80.20422227279799,4660,148,90.3993779414642,102.74414951693564,156,Rainy,11,344.63795231322973,88.26287027781575,15,89,5,33.52534398935302
T. Nagar,13.018649350785784,80.12381806740066,2669,89,49.68400493753173,143.3471400686356,185,Summer,10,476.6137822737831,168.86649627778604,30,99,5,58.64086201691459
Pallikaranai,13.063121502230777,80.15102401424106,4325,140,54.19025998320397,94.5408552163404,471,Winter,16,494.6176569624129,79.84034227307222,45,54,1,27.54074416385542
Guindy,12.83774188462258,80.22801465716611,4266,101,84.13712588128561,145.9778249558468,289,Rainy,16,231.70227489949573,190.59358604990769,36,88,5,33.039426557595625
Teynampet,12.933939697610437,80.23161280323137,3319,101,83.77333541113464,86.78299965067143,248,Rainy,8,464.93588374607214,69.65857544860751,15,86,6,55.25751536018541
T. Nagar,13.14788646393626,80.13383532838476,3857,98,76.98859961732302,141.62947399314345,354,Winter,12,252.43276293317845,198.97569092030193,36,87,6,41.73736810121304
Egmore,12.940905430067145,80.20548806797046,3194,106,85.06600504700117,126.86262729450334,335,Winter,19,118.13524990526707,120.75960856987254,55,63,7,26.417168350608883
Nungambakkam,13.000001936581008,80.23017500893747,1874,116,94.40904484871606,51.9052103489056,175,Rainy,8,396.69952304235704,116.24796380144926,48,69,1,32.74518156731314
Sholinganallur,13.110787343536575,80.12453423789424,4630,60,77.32468199376507,55.0841879333127,81,Winter,12,339.91690111931587,92.45963827473855,48,81,8,23.904291583201047
Kodambakkam,13.193436530230048,80.17947130500171,4168,130,54.28227310009576,68.51295197242624,72,Winter,19,136.61123884358148,89.50086961111913,53,92,1,48.120741444372044
Porur,12.911535961296003,80.2405997575266,2402,133,38.21200722195721,124.42794910327542,463,Summer,10,372.9221160605873,71.27947915584744,56,95,1,46.32496040151699
Tambaram,12.840764798073126,80.19099291570271,4909,52,80.75447806996756,92.43230422471177,167,Rainy,14,344.915532765182,128.26693767372115,56,84,9,54.07818741971079
Tambaram,12.916858746239026,80.11888295896621,2036,92,57.045984666485964,116.33731966922386,330,Winter,7,410.04484547913165,104.75271481519137,31,98,7,34.82312728319345
Triplicane,12.999507993914055,80.27294647149981,4209,147,43.645426684778684,64.95453441553826,94,Winter,11,350.57108391629544,97.71333741457954,52,72,7,41.59387770457549
Triplicane,13.164080198052453,80.11856260122842,1727,76,80.38360071505682,140.62293991591412,460,Winter,19,160.21920370991984,131.76036548290116,56,83,7,50.59484009352843
Anna Nagar,12.80826697432095,80.23737185572038,4439,113,60.02527268226486,113.68426913021393,461,Winter,15,277.169574952526,96.74751810530773,21,76,6,49.571756865628345
Anna Nagar,12.929902758708394,80.13473283607301,2237,62,37.3069912544001,112.75919333806749,112,Summer,14,113.09087913692584,106.449575109481,48,80,3,57.541247077826725
T. Nagar,13.031441275319647,80.20593004349728,1688,109,85.68228452883923,148.39906280154133,269,Rainy,10,130.01693970053833,195.7805498595681,38,94,4,56.42996645039993
Kolathur,13.023145962004914,80.17908029962828,2700,133,43.757574471692294,63.86316656392515,372,Summer,11,148.16953841010206,180.13208316077024,42,64,9,20.498528373607652
Saidapet,13.104503086239355,80.26348328422458,1631,146,31.606769224914085,72.53005190452807,256,Rainy,12,149.93676992157629,190.43137915701135,35,64,3,56.03729079601494
Sholinganallur,12.805383672894667,80.12704478869514,4528,61,52.20790622974505,108.65807499249681,477,Winter,5,411.79932341658065,151.04241829681214,21,53,2,35.67595096418695
Thiruvanmiyur,13.097334569271938,80.24841079306071,4487,104,41.04369429901362,64.37109462653197,73,Winter,9,459.93775639956,184.7257185874651,40,63,9,29.9876905408766
Egmore,12.963480806154276,80.15008499418119,4751,128,62.265126813882844,114.09624019263406,59,Rainy,5,293.4218481403063,68.53560796555335,22,63,4,54.760137011217886
Ambattur,13.125002962567047,80.14345860386575,4732,149,81.71776555378463,111.49660615062041,230,Winter,14,164.34221923900196,127.5117290051507,40,89,3,59.291354905078265
Porur,13.044885261043186,80.24821652184075,4580,85,58.286614907638125,103.10005709543157,274,Winter,14,102.90568362311325,69.15526876966825,51,53,6,25.40905110639949
Chromepet,12.802708436334711,80.18358203151202,2814,121,83.14797149446115,93.03409261739318,415,Summer,9,305.29622926262533,129.47241995132475,26,78,6,58.03646969640433
Pallikaranai,12.89806307214762,80.29916223709895,4612,86,76.74716471893822,133.22141958621995,50,Winter,13,300.58977155398816,117.02313044672891,28,65,3,35.98412234342317
Villivakkam,13.028244663063944,80.26575750782536,2873,77,39.856960499726895,127.80375724980247,254,Winter,5,214.07888955600885,56.42834450923515,22,79,9,35.48588649709959
Ambattur,12.854252938336744,80.19345666835608,1787,126,59.39163336766536,110.79919653073,333,Winter,16,357.5803012627902,143.74170118794817,57,93,9,47.693274091593125
VIT Chennai,13.076630618371746,80.15125111657211,4625,55,67.26619511706792,122.35358246517514,148,Winter,16,393.25303131805384,130.7659867260292,22,72,7,20.76429460206809
Avadi,12.925605786383308,80.19008907992526,3013,143,53.13146994825093,102.32337163841657,462,Summer,19,389.2017729641721,153.6012382847402,41,68,9,30.11431931705431
Velachery,12.885499556766078,80.10588925301694,2991,72,60.49499697361325,64.04485610708079,335,Winter,12,206.3664200997357,88.32880908346887,47,99,5,59.15351678004206
Kodambakkam,13.176027854508785,80.26082727887334,4203,124,85.36357539214336,65.7384140594682,457,Summer,8,173.56589490132558,130.16935275504147,41,94,7,52.41070263185652
Chromepet,12.888715905488889,80.1089021593417,2872,97,96.97268073790666,78.78261371306351,318,Summer,13,230.29596365157556,169.62472096196228,22,91,9,49.25229019922783
Pallikaranai,12.871291691726283,80.11832312164292,2724,79,75.82745287398751,120.39045770645389,170,Summer,5,335.5334435986413,87.39655438297048,40,93,6,51.86530149760426
Adyar,12.985590087472824,80.17747975816722,3330,66,63.63675090540229,63.34424213669835,447,Winter,6,328.6752496639999,53.587027329014866,47,81,8,46.89969448442641
Porur,12.917186483128383,80.14876513695322,3984,66,39.40183920466044,102.62000109993545,420,Winter,5,479.79091231105747,180.912518839539,38,79,2,25.495457406536136
Poonamallee,12.955408000807031,80.24930090826078,2340,142,40.97157515546951,140.0821543673859,171,Winter,15,494.95969599596305,94.72693719832029,41,84,7,41.80447584623499
Villivakkam,13.138947493757755,80.16768278138794,4644,73,33.78775213309153,129.8450065919278,305,Rainy,12,464.58697998956535,51.645363711537726,44,79,9,35.75662821756043
Saidapet,13.188661794509391,80.28018348217367,4925,145,46.13801932376896,121.03843258522663,258,Summer,7,305.5670693789992,50.7376138929122,33,55,1,31.392078060960724
Villivakkam,12.865735704144278,80.27406366029783,2862,144,46.42661785645992,71.35373296521232,130,Summer,6,178.53689018292656,99.99643691924248,51,72,5,33.875427431422075
VIT Chennai,12.997021139970109,80.23593479520281,3977,125,44.14701017150054,124.5941508996046,147,Winter,14,232.9301351209999,191.22452550037886,32,90,5,23.24657302565676
Villivakkam,13.063567531887056,80.1917669519747,4936,127,96.37489512569256,57.5170116510881,289,Winter,7,226.07480910880722,80.7600431442184,45,80,7,59.62960219684475
Saidapet,12.806807024326325,80.181460224452,4592,122,62.84439580165227,98.58847308959916,491,Winter,15,216.5546946396538,159.24591708111026,56,50,9,47.74669076978439
Anna Nagar,13.09494058729221,80.22054358184354,4220,107,75.216772625424,107.62791844327208,324,Winter,13,163.81335422180197,105.96231683924076,55,97,1,51.86938453469463
Purasaiwakkam,12.96738594115743,80.1772190476983,2520,112,46.58699501647125,122.92252428120156,276,Winter,11,247.31282651352865,129.18287908835993,31,93,8,38.53799771586026
Vadapalani,13.057576390220241,80.26460730085489,3943,87,70.2211875649457,105.0011656437398,346,Winter,12,239.8578647630333,155.29978825401065,34,67,2,41.64668407413027
Saidapet,13.053440761934636,80.2418995660301,1601,119,86.55825012442011,104.87296538742987,410,Winter,9,353.7807006158947,79.87151299362608,51,88,6,31.743874857555173
Villivakkam,12.829844869029598,80.27320960151273,2195,112,43.403034368652094,90.33489259912555,475,Winter,14,219.84562906345218,171.2905512876929,53,81,5,56.32227480727458
Tambaram,13.105873706755924,80.10290607849369,1151,80,78.68370424203562,134.99535073665302,122,Summer,7,379.82553483457536,151.78181126983543,16,70,6,39.48523778533442
Kodambakkam,12.89345700279631,80.1608158104525,4673,101,66.26748735717146,65.27302623333662,148,Summer,7,217.3565256862873,192.6676328945933,35,76,8,30.18983186049205
Thiruvanmiyur,13.140605773394837,80.10454473665429,2596,105,62.2246999779115,90.66821315604889,496,Winter,7,431.4337005880531,197.26341375577817,54,68,5,38.016894170716014
Medavakkam,13.083762529546943,80.29062539334642,2373,107,67.00671008390657,76.53058807253706,468,Winter,16,172.01082293953175,126.20086184566804,28,66,7,55.07281130991228
Teynampet,13.106672550791561,80.28048796617597,4770,108,76.92263996297221,74.14622667042285,215,Rainy,13,483.8475522491208,50.123827199116825,16,78,5,39.704603592514644
Vadapalani,13.166181092527934,80.17590997545025,3579,137,74.60708673670877,82.6983689859194,150,Winter,10,345.72265756768564,81.37771224294994,24,56,1,48.31516172531044
Kolathur,12.920764327224736,80.21495782992221,2712,93,85.47107870153403,118.64938879816508,265,Winter,8,479.96755710405415,184.14131903371498,59,91,8,21.034280214897933
Velachery,12.844971758470788,80.27232802629297,1517,65,31.621348763655124,67.6714757858239,283,Winter,5,141.53788007595153,122.96990634787497,39,54,9,57.78718931258667
Teynampet,12.839543805624155,80.20585801770754,1347,63,90.96441617747595,140.44008134704347,225,Rainy,19,281.90049911657314,152.27054048992136,17,88,1,29.749641683765255
Velachery,12.84600137157577,80.20182036384826,1300,96,59.61548261382404,142.34854487520198,214,Winter,12,388.92946084358925,93.64839020299013,17,87,1,29.412653932190423
Nungambakkam,12.958768392350668,80.28960581544449,4082,136,95.51024793397401,86.76780812229865,378,Rainy,15,190.47521096212247,121.19176104480262,47,97,1,42.15578999339951
Velachery,13.117441085045344,80.12129540644163,4688,129,78.79295671804817,80.45198000574248,170,Summer,12,457.54183060810874,119.45118325369877,16,89,1,58.71852556958241
Chromepet,13.056248786477084,80.29552374787698,4166,122,85.54033434851331,121.73416822509755,296,Winter,9,414.06715863537056,95.76534428661833,52,84,8,37.89734072581058
Egmore,13.155669399646664,80.21524336687338,3345,131,99.0511748623866,107.32965819931276,304,Rainy,7,300.33096920421565,116.0799938492407,57,56,7,28.803801204194485
Guindy,13.07724286477773,80.28288879213032,4252,76,41.527073802844534,57.34569674434831,123,Winter,17,250.42229364352923,107.79540168039865,26,57,5,54.63288071645957
Poonamallee,13.106004675904057,80.29445995554387,3566,95,56.509832605782535,136.59351435686153,235,Winter,8,323.3131541023181,193.5116325524395,42,64,8,49.01322306270263
VIT Chennai,13.086696589526635,80.27623443351723,1815,119,84.89941389215892,141.48306499434509,147,Summer,18,431.8573310158048,180.39987603354209,30,78,4,44.88034648103465
Poonamallee,13.094210413916912,80.26223317064878,3172,78,75.77662317713012,62.82616354470145,51,Winter,17,177.26688937601244,97.28766183219503,58,52,1,36.57102537514441
Chromepet,13.02406561678782,80.24624262178232,2485,86,66.81765590746221,130.51132359413006,476,Summer,17,127.17628668133668,140.03267395969092,41,85,1,51.30247533066661
Thiruvanmiyur,13.18283865625689,80.27043015418745,3204,100,82.92549329712723,92.0825216164863,381,Summer,18,404.1049020187627,71.86430456588432,37,89,1,24.0091283602618
Kolathur,12.91973320212182,80.16263068549958,4526,82,86.85066933776807,55.18757881430471,167,Winter,16,228.08184339397556,185.31059599846506,50,54,2,25.396958455429992
Mogappair,13.068270199317936,80.12487781372359,3731,106,65.73977997082727,54.417640184830454,97,Rainy,5,366.68987008585805,120.27587852596251,44,86,9,27.13123180598403
Poonamallee,12.89139075303163,80.10774273678757,2310,114,82.54413581079756,132.974557313005,371,Winter,16,255.90401658502705,153.0005842737719,28,89,7,51.406520241236166
Tambaram,12.959414546767544,80.20233584609822,3819,128,70.9556029722977,68.9966557692756,251,Winter,13,487.11962931362,51.621247315183695,31,62,2,40.96834127494925
Ambattur,12.822713964211765,80.1388704413691,3813,63,45.70001635432863,139.66126632455803,361,Winter,10,286.07310675515384,157.81005221551214,48,65,5,53.54722696493355
Anna Nagar,12.927428442736698,80.26490893045337,3614,124,57.18125887751824,67.13486512054632,131,Rainy,5,130.1437967384993,177.31009703008675,19,62,1,22.91307457032761
Teynampet,12.818995102730348,80.15610278268262,3035,135,81.40081505438562,110.81049979907317,176,Rainy,9,320.6583315909833,73.43954720041343,40,86,3,33.819450689654744
Ambattur,12.827871015406819,80.17889887393011,3986,102,95.77073544184647,58.97988281274714,67,Winter,8,134.3297466513451,88.28935767614661,33,69,4,42.87251363283676
T. Nagar,12.984420792435703,80.15349824319324,2121,79,86.02628531108037,116.18114411272138,429,Winter,17,498.3884124258418,133.25932068073035,53,58,1,35.491155702322345
Vadapalani,12.939749134507073,80.13971071219449,3946,143,62.75175611111837,58.318096661222086,408,Summer,19,194.37141895087012,69.60379647473071,49,76,3,41.44226927138543
Saidapet,12.892397050782066,80.27563820500221,1676,138,33.30772656400604,94.72854524665124,408,Winter,18,191.41512807121404,73.12683691588167,26,68,3,41.10240055765354
Medavakkam,12.925480216659658,80.20082353020287,4239,87,34.71946870421212,137.77686453720412,188,Rainy,8,286.38708221162574,74.53047545440853,19,58,3,56.2573360308638
Ambattur,13.1763333133607,80.2140393569012,1915,130,46.2967198725817,66.00652204792725,311,Rainy,17,320.36488964325747,57.24908323420289,51,68,7,23.544745345109504
Triplicane,13.090661003560013,80.22028019809838,4880,123,60.96383559931472,62.23314074672628,327,Summer,5,337.75538889457016,128.47222836278394,24,81,6,45.824091577973675
Kodambakkam,13.10706118276293,80.2273725537703,4547,131,46.61498730871003,99.84081756002547,464,Rainy,19,407.9933790453408,52.65648151713658,48,85,4,41.24227963669108
Medavakkam,12.954074638953788,80.20334429926888,3375,86,87.74395591783671,122.59095464285382,86,Winter,11,344.4207892704976,190.90596424277686,55,98,7,39.930955007861336
Villivakkam,13.061938961792565,80.11792327273312,1980,143,44.84227184913273,121.07413473063083,191,Winter,9,301.11337658173875,66.85482114390283,16,67,9,44.76191663362827
Medavakkam,13.05916199764107,80.17671971437355,4835,89,92.500992201108,93.9444701086083,291,Winter,10,251.23222105455736,125.27537506715004,23,78,2,43.57725859083317
Nungambakkam,12.976324159596267,80.11836327834054,3621,76,45.320972878258445,78.73072352395518,161,Rainy,16,124.78739589166685,189.9655159995489,22,83,8,44.7256515578476
VIT Chennai,13.073482201224836,80.28904649407082,1310,123,57.238654048327234,86.73568619255735,89,Summer,7,484.1775955971601,151.3362074515038,36,55,2,43.32811624320593
Thoraipakkam,12.925213692226812,80.28185412002935,1864,103,41.05075598810586,77.86292255540974,483,Rainy,18,141.89585795427453,191.70952234780418,28,76,4,43.598552612776054
Sholinganallur,12.998040384674857,80.18319480013301,3713,76,95.45153081868602,127.4250217918853,316,Winter,18,126.54749351968198,104.77860589659132,55,70,5,23.752453163986328
Kolathur,12.986745554013558,80.2407458291602,3452,67,55.196429484373226,58.2687980820002,137,Rainy,16,169.12176543982048,180.43849252734435,44,85,4,20.133408152405675
Thiruvanmiyur,13.178003308032936,80.1671310279361,4669,70,46.5188953441406,73.30552740660818,484,Winter,9,241.52525740192655,104.38200581905875,53,93,4,26.976863887800192
Adyar,13.196651986509126,80.20797125383105,4686,145,77.9969506452688,65.14072024699128,203,Rainy,17,257.5105061576612,154.58643201398553,20,76,9,49.13162576455956
Velachery,12.803565862965806,80.1494132251007,4886,142,36.38499904590036,68.40028984942377,452,Rainy,13,307.27139232472695,121.0278221947607,17,61,8,50.78653603087778
Kodambakkam,13.051219325831623,80.24353127106552,3563,70,94.39939667443012,64.39392910104081,150,Winter,6,497.37233201852985,171.33826711543406,19,80,7,57.10469224793032
Royapettah,12.978116552721685,80.11805426109234,4896,136,86.12444124525109,95.57420226313053,105,Summer,9,450.0660530525836,192.06547577147018,17,56,2,54.471260682297874
Kodambakkam,12.802942371998926,80.24730539513494,2749,113,96.27167408923953,51.61443741444736,74,Rainy,17,349.8576769070043,50.60549117512604,50,72,7,53.14521046195879
T. Nagar,13.042854277675797,80.13297032532337,1563,64,58.0668991766066,130.35426445908263,469,Rainy,13,219.10762007139203,122.98932434366554,45,61,2,50.71934110946289
Avadi,12.931809315305193,80.16537708280912,3873,68,58.348505884836186,146.27507581683153,167,Rainy,10,100.16673921695562,52.022531035972506,51,82,8,49.74254351965258
Kodambakkam,13.080649119562556,80.17697092770821,2338,116,58.29702235918778,64.94870136833092,337,Summer,11,247.67345731016684,60.937200332546176,48,66,4,55.717624267229084
Egmore,13.063372022330617,80.17515176157829,4896,65,89.99457590412013,70.9623538817225,326,Summer,7,267.76662153080065,154.055205937923,26,73,6,45.63059591687254
Ambattur,12.892844917793731,80.17615748647357,3552,57,65.87258094728425,145.28143145361275,417,Rainy,7,194.26421993057753,181.32974831993837,51,59,1,54.85836494436895
Nungambakkam,12.855884492272676,80.23201112302826,2202,144,66.99687130799576,106.04262856053174,208,Summer,19,348.23422578599326,85.85865186871575,53,97,5,53.054796440972325
Ambattur,12.902069728705321,80.19221903046203,2168,52,41.78480002380812,56.58316032627252,442,Summer,5,242.00108315778604,122.97969569825771,41,53,7,39.49668224746958
